Giá,Diện tích,Đường,Phường,Quận,Thành phố,Loại BDS,Chiều ngang,Chiều dài,Hướng,Đường trước nhà,Số lầu,Số phòng ngủ,Phòng ăn,Nhà bếp,Sân thượng,Chỗ để xe hơi,Chính chủ
12.5,60.0,Đường An Thượng 39,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,Nhà mặt tiền,5.0,12.0,_,5.0,4,4,0,0,0,0,0
5.6,60.0,Đường Bùi Hữu Nghĩa,Phường An Hải Bắc,Quận Sơn Trà,Đà Nẵng,Nhà mặt tiền,4.0,15.0,Tây,4.0,1,2,0,0,0,0,0
8.45,95.0,Đường Lý Nhân Tông,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,Nhà mặt tiền,5.0,18.0,_,7.5,3,4,0,0,0,0,0
9.5,100.0,Đường Dũng Sĩ Thanh Khê,Phường Thanh Khê Tây,Quận Thanh Khê,Đà Nẵng,Nhà mặt tiền,5.0,20.0,_,11.0,3,3,1,1,1,1,0
4.5,68.0,Đường Huỳnh Ngọc Huệ,Phường An Khê,Quận Thanh Khê,Đà Nẵng,Nhà trong hẻm,5.0,18.0,_,5.0,2,3,1,1,1,1,0
7.5,105.0,Đường Nguyễn Duy Hiệu,Phường Phước Mỹ,Quận Sơn Trà,Đà Nẵng,Nhà trong hẻm,4.0,18.0,_,4.5,1,3,0,0,0,0,0
27.0,504.0,Đường Ngũ Hành Sơn,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,Nhà trong hẻm,5.0,18.0,_,6.5,3,19,0,0,0,0,0
6.7,125.0,Đường Nguyễn Lương Bằng,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Đà Nẵng,Nhà mặt tiền,5.0,25.0,Tây Nam,33.0,1,1,0,0,0,0,0
5.75,87.0,Đường Lý Triện,Phường An Khê,Quận Thanh Khê,Đà Nẵng,Nhà mặt tiền,5.0,17.5,Đông,7.5,1,1,1,1,1,0,0
7.5,100.0,ngô thế vinh,hoà thuận tây,hải châu Đường Ngô Thế Vinh,Phường Hòa Thuận Tây,Nhà mặt tiền,5.0,20.0,Đông Bắc,5.5,2,3,1,1,1,1,0
11.0,83.0,hà huy tập,hoà khê,thanh khê Đường Hà Huy Tập,Phường Hòa Khê,Nhà mặt tiền,5.0,16.6,Tây,10.0,4,4,1,1,1,1,0
3.95,90.0,trần quý hai,hoà thọ đông,cẩm lệ Đường Trần Quý Hai,Phường Hòa Thọ Đông,Nhà mặt tiền,5.0,18.0,_,7.5,---,---,1,1,1,1,0
7.6,100.0,Đường Hà Tông Quyền,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,Nhà mặt tiền,5.0,20.0,Tây,10.0,4,5,1,1,1,1,0
9.7,100.0,Đường Tố Hữu,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,Nhà mặt tiền,5.0,20.0,Nam,7.5,3,3,1,0,1,1,0
17.5,135.0,nguyễn chí thanh,hải châu 1,hải châu Đường Nguyễn Chí Thanh,Phường Hải Châu,Nhà mặt tiền,4.9,28.0,Đông,10.0,6,12,1,1,1,1,0
6.5,81.0,hương hải thiền sư,an hải bắc,sơn trà Đường Hương Hải Thiền Sư,Phường An Hải Bắc,Nhà mặt tiền,4.5,18.0,Nam,7.5,3,3,1,1,1,1,0
7.2,88.0,nguyễn thị thập,thanh khê tây,thanh khê Đường Nguyễn Thị Thập,Phường Hòa Minh,Nhà mặt tiền,5.7,15.0,Đông Bắc,7.5,1,3,1,1,1,1,0
8.9,75.0,dương trí trạch,phước mỹ,sơn trà Đường Dương Trí Trạch,Phường Phước Mỹ,Nhà mặt tiền,5.0,15.0,Tây,5.5,3,4,1,0,1,1,0
42.0,47.0,nguyễn thái học,hải châu 1,hải châu Đường Nguyễn Thái Học,Phường Hải Châu II,Nhà mặt tiền,4.6,10.6,_,10.0,7,7,1,1,1,1,0
5.75,82.0,lý triện,an khê,thanh khê Đường Lý Triện,Phường An Khê,Nhà mặt tiền,4.5,8.2,Đông Bắc,7.5,1,1,1,1,1,1,0
3.4,48.0,Đường Hoàng Hoa Thám,Phường Tân Chính,Quận Thanh Khê,Đà Nẵng,Nhà trong hẻm,4.7,10.0,_,3.0,2,3,1,1,1,1,0
15.0,175.0,Đường Thủ Khoa Huân,Quận Sơn Trà,Đà Nẵng,,Nhà mặt tiền,6.0,29.0,_,5.0,1,2,0,0,0,0,0
9.8,95.0,Đường Trưng Nữ Vương,Phường Hòa Thuận Đông,Quận Hải Châu,Đà Nẵng,Nhà mặt tiền,5.0,19.0,_,105.0,3,5,0,0,0,0,0
9.8,84.0,Đường Hàm Nghi,Phường Vĩnh Trung,Quận Thanh Khê,Đà Nẵng,Nhà mặt tiền,6.0,14.0,_,15.0,3,4,0,0,0,0,0
5.4,110.0,Đường Nguyễn Phước Nguyên,Phường An Khê,Quận Thanh Khê,Đà Nẵng,Nhà mặt tiền,8.0,14.0,_,7.5,1,2,1,1,1,1,0
8.7,70.0,Đường Nguyễn Tri Phương,Phường Bình Thuận,Quận Hải Châu,Đà Nẵng,Nhà mặt tiền,7.7,9.5,_,105.0,3,5,0,0,0,0,0
11.6,96.0,Đường Chế Lan Viên,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,Nhà mặt tiền,5.0,19.0,_,5.0,3,5,1,1,1,0,0
7.2,70.0,Đường Phan Châu Trinh,Phường Hải Châu II,Quận Hải Châu,Đà Nẵng,Nhà mặt tiền,5.0,14.0,_,3.5,2,3,0,0,0,0,0
14.5,141.0,Đường Đặng Vũ Hỷ,Phường Phước Mỹ,Quận Sơn Trà,Đà Nẵng,Nhà mặt tiền,5.0,28.0,Đông,7.0,---,3,1,1,1,1,0
14.0,90.0,Đường Chính Hữu,Phường Phước Mỹ,Quận Sơn Trà,Đà Nẵng,Nhà mặt tiền,8.0,12.0,Tây,7.5,2,4,1,1,1,1,0
19.9,244.0,Đường Võ Nguyên Giáp,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,Nhà trong hẻm,8.0,30.0,_,6.0,---,3,1,1,0,1,0
13.7,139.0,Đường Nguyễn Văn Thoại,Phường Phước Mỹ,Quận Sơn Trà,Đà Nẵng,Nhà mặt tiền,7.0,20.0,Đông,6.0,---,2,0,0,0,0,0
16.2,176.0,Đường Thủ Khoa Huân,Phường Phước Mỹ,Quận Sơn Trà,Đà Nẵng,Nhà mặt tiền,7.0,27.0,Đông,5.0,---,3,1,1,1,1,0
9.8,95.0,Đường Hoàng Diệu,Phường Nam Dương,Quận Hải Châu,Đà Nẵng,Nhà mặt tiền,6.0,16.0,_,105.0,3,4,0,0,0,0,0
6.3,80.0,Đường Nguyễn Hoàng,Phường Hải Châu II,Quận Hải Châu,Đà Nẵng,Nhà mặt tiền,5.0,16.0,_,7.5,2,3,0,0,0,0,0
6.6,86.0,Đường Bế Văn Đàn,Phường Chính Gián,Quận Thanh Khê,Đà Nẵng,Nhà mặt tiền,5.0,17.0,_,5.5,3,3,0,0,0,0,0
3.39,48.0,Đường Hoàng Hoa Thám,Phường Tân Chính,Quận Thanh Khê,Đà Nẵng,Nhà trong hẻm,4.5,11.0,_,3.0,2,3,0,0,0,0,0
19.7,130.0,Đường Phạm Hữu Kính,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,Nhà mặt tiền,5.0,18.0,_,8.0,3,5,0,0,0,0,0
17.5,204.0,Đường Phạm Văn Nghị,Phường Thạc Gián,Quận Thanh Khê,Đà Nẵng,Nhà mặt tiền,5.0,18.0,_,8.0,1,2,0,0,0,0,0
7.5,100.0,Đường Đỗ Đăng Đệ,Phường Hòa Xuân,Quận Cẩm Lệ,Đà Nẵng,Nhà mặt tiền,5.0,20.0,Đông Bắc,7.0,3,4,1,1,1,1,0
5.4,90.0,Đường Trần Văn Ơn,Phường Hòa An,Quận Cẩm Lệ,Đà Nẵng,Nhà mặt tiền,5.0,18.0,_,7.5,3,6,1,1,1,1,0
8.5,62.0,Đường An Thượng 17,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,Nhà mặt tiền,4.0,18.0,_,5.5,2,3,0,0,0,0,0
3.59,48.0,Đường Bế Văn Đàn,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,Nhà trong hẻm,4.2,15.0,Tây,2.5,3,3,0,0,0,0,0
6.85,96.0,Đường Mỹ An 20,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,Nhà mặt tiền,4.8,20.0,_,5.0,2,3,1,1,1,0,0
7.789,120.0,Đường Hoàng Dư Khương,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,Nhà mặt tiền,5.0,18.0,_,7.5,3,4,1,1,1,1,0
4.05,55.0,Đường Hoàng Hoa Thám,Phường Tân Chính,Quận Thanh Khê,Đà Nẵng,Nhà trong hẻm,6.0,9.0,Bắc,3.0,4,3,1,1,1,0,0
7.7,100.0,65 Đường Hà Tông Quyền,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,Nhà mặt tiền,5.0,100.0,_,10.0,3,5,0,0,0,0,0
14.6,170.0,Đường Tân Thái 9,Phường Mân Thái,Quận Sơn Trà,Đà Nẵng,Nhà mặt tiền,10.0,17.0,_,5.5,3,6,0,0,0,0,0
14.2,103.0,Đường Trần Xuân Lê,Phường Thanh Khê Đông,Quận Thanh Khê,Đà Nẵng,Nhà mặt tiền,5.5,18.0,_,7.5,3,4,0,0,0,0,0
6.2,50.0,Đường Duy Tân,Phường Hòa Thuận Đông,Quận Hải Châu,Đà Nẵng,Nhà trong hẻm,7.5,18.0,_,8.0,4,5,0,0,0,0,0
7.0,100.0,Đường Văn Tiến Dũng,Phường Hòa Xuân,Quận Cẩm Lệ,Đà Nẵng,Nhà mặt tiền,5.0,20.0,_,10.0,2,3,1,1,1,1,0
11.5,237.0,Đường Thanh Long,Phường Thanh Bình,Quận Hải Châu,Đà Nẵng,Nhà mặt tiền,13.7,18.0,_,7.5,5,8,1,1,1,1,0
15.8,195.0,Đường Thanh Thủy,Phường Thanh Bình,Quận Hải Châu,Đà Nẵng,Nhà mặt tiền,6.0,32.0,_,7.5,3,17,1,1,1,1,0
34.5,412.0,Đường Chế Lan Viên,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,Nhà mặt tiền,10.0,18.0,_,75.0,4,15,1,1,1,1,0
16.0,126.0,Đường Nguyễn Tri Phương,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,Nhà mặt tiền,4.0,31.65,Đông Bắc,10.0,3,6,1,1,0,1,0
22.2,206.0,Đường Trần Văn Dư,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,Nhà mặt tiền,7.8,18.0,_,7.5,2,4,0,0,0,0,0
3.3,40.0,Đường Thái Thị Bôi,Phường Tân Chính,Quận Thanh Khê,Đà Nẵng,Nhà trong hẻm,6.0,18.0,_,3.0,4,3,1,1,1,0,0
9.6,98.0,Đường Huỳnh Tấn Phát,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,Nhà mặt tiền,5.0,19.5,_,10.0,2,3,0,0,0,0,0
9.2,90.0,Đường Trần Tống,Phường Thạc Gián,Quận Thanh Khê,Đà Nẵng,Nhà mặt tiền,4.5,21.0,_,5.0,2,3,0,0,0,0,0
8.0,96.0,Đường Thanh Thủy,Phường Thanh Bình,Quận Hải Châu,Đà Nẵng,Nhà mặt tiền,6.14,15.5,_,7.0,1,2,0,0,0,0,0
10.0,95.0,Đường Ngô Tất Tố,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,Nhà mặt tiền,5.0,19.0,_,10.0,3,5,0,0,0,0,0
8.7,81.0,Đường Ngô Tất Tố,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,Nhà mặt tiền,4.5,18.0,_,10.0,3,3,0,0,0,0,0
18.5,100.0,Đường Nguyễn Xuân Khoát,Phường An Hải Bắc,Quận Sơn Trà,Đà Nẵng,Nhà mặt tiền,5.0,20.0,_,5.5,6,11,1,1,1,1,0
15.5,74.0,Đường Đống Đa,Phường Thạch Thang,Quận Hải Châu,Đà Nẵng,Nhà mặt tiền,4.83,15.3,_,15.0,3,4,0,0,0,0,0
9.8,90.0,Đường Bình Minh 2,Phường Bình Thuận,Quận Hải Châu,Đà Nẵng,Nhà mặt tiền,4.5,20.0,_,5.0,---,---,0,0,0,0,0
12.0,110.0,Đường Lê Mạnh Trinh,Phường Phước Mỹ,Quận Sơn Trà,Đà Nẵng,Nhà mặt tiền,5.0,22.0,_,5.0,---,---,0,0,0,0,0
6.5,78.0,Đường Mai Xuân Thưởng,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,Nhà mặt tiền,5.5,14.2,_,5.0,3,3,0,0,0,0,0
5.7,107.0,Đường Nguyễn Thành Ý,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,Nhà mặt tiền,4.5,23.7,_,5.0,1,2,0,0,0,0,0
4.3,90.0,Đường Lê Thị Tính,Phường An Khê,Quận Thanh Khê,Đà Nẵng,Nhà mặt tiền,5.0,18.0,_,5.0,1,2,0,0,0,0,0
8.5,100.0,Đường Kỳ Đồng,Phường Xuân Hà,Quận Thanh Khê,Đà Nẵng,Nhà mặt tiền,5.0,20.0,_,7.0,2,3,0,0,0,0,0
7.0,71.0,Đường Nguyễn Xuân Nhĩ,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,Nhà mặt tiền,4.0,17.55,_,7.0,4,4,0,0,0,0,0
22.5,234.0,Đường Nguyễn Tất Thành,Phường Thanh Khê Tây,Quận Thanh Khê,Đà Nẵng,Nhà mặt tiền,10.0,23.4,_,33.0,---,---,0,0,0,0,0
11.0,77.0,Đường Bình Minh 1,Phường Bình Thuận,Quận Hải Châu,Đà Nẵng,Nhà mặt tiền,4.5,17.0,_,5.0,3,4,0,0,0,0,0
5.2,58.0,Đường Xuân Hòa 2,Phường Thanh Khê Đông,Quận Thanh Khê,Đà Nẵng,Nhà mặt tiền,4.5,12.8,_,5.0,4,2,0,0,0,0,0
13.0,101.0,Đường Nguyễn Hữu Dật,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,Nhà mặt tiền,5.0,18.0,_,11.0,4,18,0,0,0,0,0
9.6,98.0,Đường Huỳnh Tấn Phát,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,Nhà mặt tiền,5.0,19.5,Tây,10.0,2,4,1,1,1,1,0
7.0,70.0,Đường Nguyễn Xuân Nhĩ,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,Nhà mặt tiền,4.0,17.0,Đông,7.5,4,4,1,1,1,1,0
9.7,97.0,tân thái 8 + phùng tá chu,mân thái,sơn trà Đường Phùng Tá Chu,Phường Mân Thái,Nhà mặt tiền,7.5,13.0,Tây,7.5,---,---,1,1,1,1,0
9.0,107.0,Đường Xuân Tâm,Phường Thuận Phước,Quận Hải Châu,Đà Nẵng,Nhà mặt tiền,5.4,15.5,Tây,7.5,1,1,1,1,1,1,0
11.0,194.0,88/29 phạm hữu kính Đường Phạm Hữu Kính,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,Nhà mặt tiền,8.2,24.7,_,6.0,3,7,1,1,1,1,0
13.0,70.0,điện biên phủ,hoà khê,thanh khê Đường Điện Biên Phủ,Phường Hòa Khê,Nhà mặt tiền,4.5,15.5,Nam,33.0,3,3,1,1,1,1,0
11.0,194.0,88/29 phạm hữu kính Đường Phạm Hữu Kính,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,Nhà mặt tiền,8.2,24.7,_,6.0,3,7,1,1,1,1,0
13.0,70.0,điện biên phủ,hoà khê,thanh khê Đường Điện Biên Phủ,Phường Hòa Khê,Nhà mặt tiền,4.5,15.5,Nam,33.0,3,3,1,1,1,1,0
6.5,79.0,mai xuân thưởng,hoà khuê,thanh khê Đường Mai Xuân Thưởng,Phường Hòa Khê,Nhà mặt tiền,5.5,14.2,Tây,5.5,3,3,1,1,1,1,0
7.3,62.0,Hà Huy Tập,phường Hòa Khê,quận Thanh Khê Đường Hà Huy Tập,Phường Hòa Khê,Nhà mặt tiền,4.8,12.0,_,10.0,1,1,1,1,1,1,0
20.5,100.0,Đường Lê Mạnh Trinh,Phường Phước Mỹ,Quận Sơn Trà,Đà Nẵng,Nhà mặt tiền,5.0,20.0,_,7.5,5,11,1,1,1,1,0
9.5,157.0,lê hữu trác,an hải đông,sơn trà Đường Lê Hữu Trác,Phường An Hải Nam,Nhà mặt tiền,7.0,22.0,Tây Nam,6.0,2,3,1,1,1,1,0
6.25,81.0,hồ tùng mậu,hoà minh,liên chiểu Đường Hồ Tùng Mậu,Phường Hòa Minh,Nhà mặt tiền,4.5,18.0,_,10.0,1,1,1,1,1,1,0
6.85,96.0,Đường Mỹ An 20,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,Nhà mặt tiền,5.0,18.0,_,7.0,2,3,0,0,0,0,0
8.3,102.0,Đường Nguyễn Thiện Kế,Quận Sơn Trà,Đà Nẵng,,Nhà mặt tiền,66.0,17.0,_,6.0,---,---,0,0,0,0,0
,65.0,Đường Hoàng Diệu,Phường Nam Dương,Quận Hải Châu,Đà Nẵng,Nhà trong hẻm,5.0,15.0,_,2.5,2,3,1,1,1,0,0
,93.0,Đường Lê Lai,Phường Phước Ninh,Quận Hải Châu,Đà Nẵng,Nhà trong hẻm,6.0,16.0,_,3.0,4,4,1,1,1,1,0
9.0,82.0,Đường Kỳ Đồng,Phường Xuân Hà,Quận Thanh Khê,Đà Nẵng,Nhà mặt tiền,5.0,18.0,_,8.0,3,5,0,0,0,0,0
8.0,95.0,Đường Lý Triện,Phường An Khê,Quận Thanh Khê,Đà Nẵng,Nhà mặt tiền,6.0,18.0,_,7.5,2,3,0,0,0,0,0
9.5,100.0,Đường Hoàng Công Chất,Phường Khuê Mỹ,Quận Ngũ Hành Sơn,Đà Nẵng,Nhà mặt tiền,5.0,18.0,_,5.5,9,9,0,0,0,0,0
11.95,100.0,Đường Nguyễn Hữu Thọ,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,Nhà mặt tiền,5.0,20.0,_,30.0,3,3,1,1,0,1,0
7.6,86.0,Đường Nguyễn Thiện Kế,Phường Phước Mỹ,Quận Sơn Trà,Đà Nẵng,Nhà mặt tiền,4.5,18.0,_,5.5,3,4,1,1,1,0,0
13.99,180.0,Đường Ngũ Hành Sơn,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,Nhà mặt tiền,5.0,18.0,_,5.5,4,25,1,1,1,1,0
5.35,111.0,Đường Trần Huy Liệu,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,Nhà mặt tiền,6.5,17.0,_,7.5,2,6,1,1,1,1,0
7.7,90.0,Đường Ngô Quyền,Phường Thọ Quang,Quận Sơn Trà,Đà Nẵng,Nhà mặt tiền,4.3,18.0,Đông Nam,48.0,2,3,0,0,0,0,0
11.2,150.0,Đường Tôn Đức Thắng,Phường Hòa Khánh Nam,Quận Liên Chiểu,Đà Nẵng,Nhà mặt tiền,5.0,18.0,_,,---,---,1,1,0,1,1
6.3,72.0,Đường Dương Đức Hiền,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,Nhà mặt tiền,4.5,16.0,Tây Nam,12.0,3,4,1,1,1,1,0
65.0,315.0,Đường Lê Đình Lý,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,Nhà mặt tiền,7.0,45.0,Đông Nam,23.0,3,12,1,1,1,0,0
5.75,108.0,Đường Trần Xuân Lê,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,Nhà trong hẻm,6.5,18.0,_,3.0,2,4,1,1,1,1,0
18.0,237.0,Đường Ngọc Hân,Phường An Hải Tây,Quận Sơn Trà,Đà Nẵng,Nhà mặt tiền,16.0,15.0,_,6.0,1,1,0,0,0,1,0
8.5,75.0,Đường Dương Trí Trạch,Phường Phước Mỹ,Quận Sơn Trà,Đà Nẵng,Nhà mặt tiền,5.0,15.0,_,5.5,3,4,1,1,1,1,0
16.8,130.0,Đường Nguyễn Văn Thoại,Phường An Hải Nam,Quận Sơn Trà,Đà Nẵng,Nhà mặt tiền,6.0,22.0,_,7.0,5,12,1,1,1,1,0
14.5,90.0,273 Đường Chính Hữu,Phường Phước Mỹ,Quận Sơn Trà,Đà Nẵng,Nhà mặt tiền,10.0,9.0,Tây,10.0,1,2,0,0,0,0,0
15.5,131.0,Đường Phan Thúc Duyện,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,Nhà mặt tiền,6.5,18.0,_,5.5,5,24,0,0,0,0,0
27.2,224.0,Đường Đa Mặn,Phường Khuê Mỹ,Quận Ngũ Hành Sơn,Đà Nẵng,Nhà mặt tiền,8.0,18.0,_,7.5,6,35,0,0,0,0,0
55.0,500.0,Đường Nguyễn Thức Tự,Phường Hòa Hải,Quận Ngũ Hành Sơn,Đà Nẵng,Nhà mặt tiền,20.0,18.0,_,7.5,7,122,0,0,0,0,0
6.15,65.0,Đường Phú Thạnh 10,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,Nhà trong hẻm,5.0,18.0,Đông Nam,5.5,3,3,1,1,1,1,0
5.5,113.0,Đường Nguyễn Công Hoan,Phường Hòa An,Quận Cẩm Lệ,Đà Nẵng,Nhà mặt tiền,5.0,18.0,_,7.0,2,3,1,1,1,1,0
19.5,146.0,Đường Cô Giang,Phường Phước Ninh,Quận Hải Châu,Đà Nẵng,Nhà mặt tiền,6.5,18.0,_,7.5,3,4,1,1,1,1,0
7.7,108.0,Đường Ngô Quyền,Phường Mân Thái,Quận Sơn Trà,Đà Nẵng,Nhà mặt tiền,5.0,18.0,_,30.0,3,3,1,1,1,1,0
4.8,101.0,Đường Nguyễn Như Hạnh,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,Nhà mặt tiền,5.0,18.0,_,5.5,1,2,1,1,1,1,0
3.25,87.0,Đường Lê Duẩn,Phường Chính Gián,Quận Thanh Khê,Đà Nẵng,Nhà trong hẻm,4.8,18.0,_,4.0,1,2,1,1,1,0,0
4.35,96.0,Đường Núi Thành,Phường Bình Thuận,Quận Hải Châu,Đà Nẵng,Nhà trong hẻm,9.0,18.0,_,3.0,2,3,1,1,1,0,0
2.15,32.0,Đường Hùng Vương,Phường Thạc Gián,Quận Thanh Khê,Đà Nẵng,Nhà trong hẻm,4.0,18.0,_,2.5,2,2,1,1,1,0,0
7.4,100.0,Đường Cồn Dầu 24,Phường Hòa Xuân,Quận Cẩm Lệ,Đà Nẵng,Nhà trong hẻm,5.0,18.0,_,7.5,3,3,1,1,1,1,0
10.5,75.0,Đường Trần Thanh Mại,Phường An Hải Bắc,Quận Sơn Trà,Đà Nẵng,Nhà mặt tiền,5.0,18.0,_,5.5,3,4,1,1,1,1,0
11.6,96.0,Đường Bà Huyện Thanh Quan,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,Nhà mặt tiền,5.0,18.0,_,7.5,3,5,1,1,1,1,0
7.6,90.0,Đường Chế Lan Viên,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,Nhà mặt tiền,7.7,18.0,_,5.0,1,3,0,0,0,1,0
5.6,80.0,Đường Chế Lan Viên,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,Nhà trong hẻm,4.0,18.0,_,5.0,2,3,1,1,1,1,0
5.3,56.0,Đường An Mỹ,Quận Sơn Trà,Đà Nẵng,,Nhà mặt tiền,4.0,14.0,_,5.0,2,3,1,1,0,1,0
8.9,75.0,Đường Dương Trí Trạch,Phường An Hải Bắc,Quận Sơn Trà,Đà Nẵng,Nhà mặt tiền,5.0,15.0,_,5.5,3,3,1,1,1,1,0
6.0,76.0,Đường Hoàng Diệu,Phường Bình Thuận,Quận Hải Châu,Đà Nẵng,Nhà trong hẻm,5.0,18.0,_,6.0,3,4,1,1,1,1,0
15.5,131.0,Đường Phan Thúc Duyện,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,Nhà mặt tiền,6.5,18.0,_,5.5,5,24,0,0,0,0,0
27.2,224.0,Đường Đa Mặn,Phường Khuê Mỹ,Quận Ngũ Hành Sơn,Đà Nẵng,Nhà mặt tiền,8.0,18.0,_,7.5,6,35,0,0,0,0,0
55.0,500.0,Đường Nguyễn Thức Tự,Phường Hòa Hải,Quận Ngũ Hành Sơn,Đà Nẵng,Nhà mặt tiền,20.0,18.0,_,7.5,7,122,0,0,0,0,0
6.15,65.0,Đường Phú Thạnh 10,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,Nhà trong hẻm,5.0,18.0,Đông Nam,5.5,3,3,1,1,1,1,0
7.7,108.0,Đường Ngô Quyền,Phường Mân Thái,Quận Sơn Trà,Đà Nẵng,Nhà mặt tiền,5.0,18.0,_,30.0,3,3,1,1,1,1,0
4.8,101.0,Đường Nguyễn Như Hạnh,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,Nhà mặt tiền,5.0,18.0,_,5.5,1,2,1,1,1,1,0
19.5,146.0,Đường Cô Giang,Phường Phước Ninh,Quận Hải Châu,Đà Nẵng,Nhà mặt tiền,6.5,18.0,_,7.5,3,4,1,1,1,1,0
5.5,113.0,Đường Nguyễn Công Hoan,Phường Hòa An,Quận Cẩm Lệ,Đà Nẵng,Nhà mặt tiền,5.0,18.0,_,7.0,2,3,1,1,1,1,0
3.25,87.0,Đường Lê Duẩn,Phường Chính Gián,Quận Thanh Khê,Đà Nẵng,Nhà trong hẻm,4.8,18.0,_,4.0,1,2,1,1,1,0,0
4.35,96.0,Đường Núi Thành,Phường Bình Thuận,Quận Hải Châu,Đà Nẵng,Nhà trong hẻm,9.0,18.0,_,3.0,2,3,1,1,1,0,0
2.15,32.0,Đường Hùng Vương,Phường Thạc Gián,Quận Thanh Khê,Đà Nẵng,Nhà trong hẻm,4.0,18.0,_,2.5,2,2,1,1,1,0,0
7.4,100.0,Đường Cồn Dầu 24,Phường Hòa Xuân,Quận Cẩm Lệ,Đà Nẵng,Nhà trong hẻm,5.0,18.0,_,7.5,3,3,1,1,1,1,0
10.5,75.0,Đường Trần Thanh Mại,Phường An Hải Bắc,Quận Sơn Trà,Đà Nẵng,Nhà mặt tiền,5.0,18.0,_,5.5,3,4,1,1,1,1,0
10.9,88.0,Đường Tạ Mỹ Duật,Phường An Hải Bắc,Quận Sơn Trà,Đà Nẵng,Nhà mặt tiền,5.0,18.0,_,5.5,5,4,1,1,1,1,0
15.0,100.0,Đường Trần Hưng Đạo,Phường An Hải Nam,Quận Sơn Trà,Đà Nẵng,Nhà mặt tiền,5.0,20.0,_,7.5,8,7,1,1,1,1,0
23.5,300.0,Đường Trần Văn Dư,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,Nhà mặt tiền,14.0,18.0,_,7.5,3,7,1,1,1,1,0
8.0,75.0,Đường Huy Cận,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,Nhà mặt tiền,20.0,15.0,_,5.5,3,4,1,1,1,1,0
4.8,54.0,Đường Trương Chí Cương,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,Nhà mặt tiền,4.0,18.0,_,6.0,3,4,1,1,1,1,0
6.0,112.0,Đường Nguyễn Hữu Thọ,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,Nhà mặt tiền,5.0,18.0,_,7.5,1,3,1,1,1,1,0
12.0,205.0,Đường Phan Tứ,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,Nhà trong hẻm,9.0,18.0,_,6.0,1,3,1,1,1,1,0
